,Region,Year,Technology,Amount (2020 USD million)
9257,Africa,2015,Multiple renewables,0.425129936
9258,Africa,2016,Multiple renewables,0.343138287
9259,Africa,2004,Fossil fuels n.e.s.,1.140921072
9260,Africa,2004,Fossil fuels n.e.s.,1.217618505
9261,Africa,2000,Renewable hydropower,0.044063413
9262,Africa,2017,Multiple renewables,0.550217026
9263,Africa,2019,Multiple renewables,37.452119
9264,Africa,2017,Multiple renewables,0.008596533
9265,Africa,2015,Multiple renewables,0.001526727
9266,Africa,2011,Solar energy,2.506844172
9267,Africa,2013,Solar energy,1.732717559
9268,Africa,2015,Solar energy,0.207313515
9269,Africa,2017,Solar energy,0.383750862
9270,Africa,2011,Multiple renewables,2.084863011
9271,Africa,2012,Multiple renewables,1.395325238
9272,Africa,2013,Multiple renewables,1.136960183
9273,Africa,2004,Fossil fuels n.e.s.,3.437884586
9274,Africa,2016,Solar energy,0.079984592
9275,Africa,2017,Solar energy,-0.07879357
9276,Africa,2018,Multiple renewables,0.084231102
9277,Africa,2001,Renewable hydropower,0.417939594
9278,Africa,2008,Renewable hydropower,0.009800659
9279,Africa,2002,Renewable hydropower,0.035815162
9280,Africa,2005,Renewable hydropower,0.767945019
9281,Africa,2010,Multiple renewables,0.057958637
9282,Africa,2011,Multiple renewables,0.387551304
9283,Africa,2012,Multiple renewables,0.876290871
9284,Africa,2009,Multiple renewables,1.376114636
9285,Africa,2004,Multiple renewables,1.352354086
9286,Africa,2002,Multiple renewables,11.6313566
9287,Africa,2007,Solar energy,4.814892667
9288,Africa,2012,Multiple renewables,0.320089254
9289,Africa,2008,Bioenergy,0.282166041
9290,Africa,2008,Bioenergy,6.136673256
9291,Africa,2012,Bioenergy,0.063000189
9292,Africa,2002,Renewable hydropower,1.441741073
9293,Africa,2020,Natural gas,376.5809299
9294,Africa,2014,Solar energy,0.014783598
9295,Africa,2014,Fossil fuels n.e.s.,0.01405276
9296,Africa,2014,Natural gas,0.132483145
9297,Africa,2014,Solar energy,0.057822493
9298,Africa,2014,Solar energy,0.048074596
9299,Africa,2016,Coal and peat,0.051627018
9300,Africa,2019,Solar energy,0.440611652
9301,Africa,2019,Multiple renewables,27.986119
9302,Africa,2013,Multiple renewables,22.31035745
9303,Africa,2011,Multiple renewables,11.22159323
9304,Africa,2010,Nuclear,0.292020023
9305,Africa,2012,Multiple renewables,12.29179319
9306,Africa,2013,Fossil fuels n.e.s.,7.497741657
9307,Africa,2015,Fossil fuels n.e.s.,207.0189099
9308,Africa,2010,Multiple renewables,19.36619466
9309,Africa,2017,Multiple renewables,13.87766758
9310,Africa,2015,Natural gas,62.05391824
9311,Africa,2016,Solar energy,31.26784873
9312,Africa,2016,Solar energy,23.97201736
9313,Africa,2009,Renewable hydropower,0.498554753
9314,Africa,2010,Renewable hydropower,32.08059028
9315,Africa,2012,Natural gas,6.675965274
9316,Africa,2016,Multiple renewables,0.266934667
9317,Africa,2018,Wind energy,1.080021954
9318,Africa,2015,Fossil fuels n.e.s.,0.69677474
9319,Africa,2017,Natural gas,0.918122001
9320,Africa,2006,Multiple renewables,0.05020432
9321,Africa,2020,Natural gas,197.7261688
9322,Africa,2010,Multiple renewables,0.013374693
9323,Africa,2015,Multiple renewables,3.036967408
9324,Africa,2014,Solar energy,0.277304645
9325,Africa,2014,Multiple renewables,0.677401975
9326,Africa,2017,Multiple renewables,12.11778615
9327,Africa,2020,Multiple renewables,75.42242863
9328,Africa,2020,Multiple renewables,65.43146316
9329,Africa,2019,Multiple renewables,0.007836
9330,Africa,2015,Renewable hydropower,4.203572237
9331,Africa,2012,Renewable hydropower,59.25044445
9332,Africa,2014,Natural gas,34.38837271
9333,Africa,2019,Solar energy,18.980074
9334,Africa,2017,Multiple renewables,0.332598533
9335,Africa,2017,Solar energy,19.33272468
9336,Africa,2017,Natural gas,59.3565553
9337,Africa,2005,Natural gas,47.27723282
9338,Africa,2013,Multiple renewables,0.656052395
9339,Africa,2009,Multiple renewables,0.013422944
9340,Africa,2014,Natural gas,162.6157361
9341,Africa,2019,Multiple renewables,43.908116
9342,Africa,2018,Solar energy,0.022788289
9343,Africa,2009,Multiple renewables,0.023092575
9344,Africa,2013,Multiple renewables,2.649305971
9345,Africa,2014,Multiple renewables,0.900555112
9346,Africa,2015,Multiple renewables,0.942756423
9347,Africa,2015,Renewable hydropower,0.300425289
9348,Africa,2015,Solar energy,0.38316811
9349,Africa,2017,Bioenergy,0.099457235
9350,Africa,2010,Multiple renewables,38.85161551
9351,Africa,2018,Multiple renewables,0.746645676
9352,Africa,2010,Renewable hydropower,0.061290557
9353,Africa,2018,Solar energy,7.12264892
9354,Africa,2010,Renewable hydropower,0.053860576
9355,Africa,2018,Solar energy,0.070404299
9356,Africa,2003,Fossil fuels n.e.s.,21.83787707
9357,Africa,2003,Multiple renewables,4.022766306
9358,Africa,2000,Fossil fuels n.e.s.,4.145651095
9359,Africa,2010,Fossil fuels n.e.s.,18.02362702
9360,Africa,2013,Wind energy,9.372177071
9361,Africa,2014,Multiple renewables,3.266957317
9362,Africa,2014,Multiple renewables,3.266957317
9363,Africa,2019,Wind energy,8.4
9364,Africa,2019,Solar energy,8.4
9365,Africa,2019,Renewable hydropower,8.4
9366,Africa,2019,Solar energy,4.92
9367,Africa,2019,Solar energy,18.981683
9368,Africa,2010,Solar energy,0.408602893
9369,Africa,2017,Multiple renewables,0.303516862
9370,Africa,2019,Multiple renewables,10.575408
9371,Africa,2017,Multiple renewables,5.55892258
9372,Africa,2005,Multiple renewables,0.127413682
9479,Africa,2017,Multiple renewables,0.007427672
9480,Africa,2018,Multiple renewables,0.006022674
9481,Africa,2020,Multiple renewables,0.000801159
9482,Africa,2019,Multiple renewables,0.021722
9483,Africa,2005,Solar energy,0.198482725
9484,Africa,2012,Multiple renewables,0.019085622
9485,Africa,2012,Multiple renewables,0.011027469
9486,Africa,2002,Wind energy,0.008808119
9487,Africa,2008,Multiple renewables,46.50909135
9488,Africa,2010,Renewable hydropower,45.37763603
9489,Africa,2015,Nuclear,0.027898717
9490,Africa,2010,Nuclear,0.255190457
9491,Africa,2006,Multiple renewables,0.048994803
9492,Africa,2008,Multiple renewables,0.089540448
9493,Africa,2010,Multiple renewables,0.094175104
9494,Africa,2011,Multiple renewables,0.043285459
9495,Africa,2012,Multiple renewables,0.002523889
9496,Africa,2000,Solar energy,0.033104579
9497,Africa,2002,Solar energy,0.018871865
9498,Africa,2006,Bioenergy,0.006850238
9499,Africa,2001,Multiple renewables,0.105982038
9500,Africa,2003,Multiple renewables,0.028979
9501,Africa,2006,Multiple renewables,0.098976419
9502,Africa,2017,Multiple renewables,0.021324792
9503,Africa,2016,Solar energy,11.63382639
9504,Africa,2010,Solar energy,1.731835465
9505,Africa,2012,Multiple renewables,0.483765623
9506,Africa,2017,Multiple renewables,0.001316555
9507,Africa,2010,Fossil fuels n.e.s.,0.467232036
9508,Africa,2011,Solar energy,0.008581344
9509,Africa,2011,Fossil fuels n.e.s.,0.002860448
9510,Africa,2011,Fossil fuels n.e.s.,0.051488062
9511,Africa,2001,Fossil fuels n.e.s.,10.01145124
9512,Africa,2017,Solar energy,0.915173578
9513,Africa,2017,Wind energy,0.228793648
9514,Africa,2017,Solar energy,13.77401919
9515,Africa,2017,Wind energy,3.443505051
9516,Africa,2017,Solar energy,13.77401919
9517,Africa,2017,Wind energy,3.443505051
9518,Africa,2009,Nuclear,0.090541174
9519,Africa,2012,Solar energy,0.005054838
9520,Africa,2014,Solar energy,0.009613628
9521,Africa,2017,Multiple renewables,0.512091357
9522,Africa,2017,Solar energy,0.512091357
9523,Africa,2017,Wind energy,0.512091357
9524,Africa,2000,Solar energy,0.063588404
9525,Africa,2000,Multiple renewables,0.005607788
9526,Africa,2000,Solar energy,0.005007016
9527,Africa,2001,Multiple renewables,0.109325808
9528,Africa,2014,Solar energy,0.054753665
9529,Africa,2018,Solar energy,3.04877721
9530,Africa,2014,Multiple renewables,0.005889593
9531,Africa,2004,Multiple renewables,0.038258248
9532,Africa,2004,Wind energy,0.062291041
9533,Africa,2005,Multiple renewables,0.071599027
9534,Africa,2005,Multiple renewables,0.024975661
9535,Africa,2005,Wind energy,0.102794076
9536,Africa,2006,Multiple renewables,0.063729865
9537,Africa,2007,Multiple renewables,0.011805518
9538,Africa,2012,Multiple renewables,0.00592796
9953,Africa,2020,Multiple renewables,0.007220127
9954,Africa,2019,Multiple renewables,0.021748
9955,Africa,2016,Solar energy,0.003449429
9956,Africa,2017,Solar energy,0.003432098
9957,Africa,2005,Solar energy,0.04427048
9958,Africa,2017,Multiple renewables,1.134032536
9959,Africa,2017,Multiple renewables,5.176720872
9960,Africa,2017,Multiple renewables,15.36375471
9961,Africa,2017,Multiple renewables,10.24250314
9962,Africa,2002,Solar energy,1.409325998
9963,Africa,2011,Nuclear,0.015781415
9964,Africa,2012,Fossil fuels n.e.s.,9.332596306
9965,Africa,2012,Fossil fuels n.e.s.,22.65340387
9966,Africa,2008,Solar energy,0.005892463
9967,Africa,2006,Solar energy,0.096741752
9968,Africa,2016,Multiple renewables,1.174209861
9969,Africa,2018,Multiple renewables,1.434264633
9970,Africa,2001,Solar energy,3.503640258
9971,Africa,2000,Solar energy,0.120411803
9972,Africa,2019,Renewable hydropower,55.972238
9973,Africa,2018,Solar energy,26.62958543
9974,Africa,2019,Solar energy,0.406843631
9975,Africa,2018,Multiple renewables,18.13078108
9976,Africa,2012,Renewable hydropower,132.2598669
9977,Africa,2020,Renewable hydropower,68.17516225
9978,Africa,2020,Renewable hydropower,34.08758112
9979,Africa,2014,Oil,6.533914634
9980,Africa,2014,Renewable hydropower,30.79527309
9981,Africa,2014,Renewable hydropower,10.19290683
9982,Africa,2017,Solar energy,46.65460182
9983,Africa,2017,Solar energy,4.404276352
9984,Africa,2019,Renewable hydropower,5.25
9985,Africa,2019,Solar energy,21.0
9986,Africa,2019,Renewable hydropower,5.25
9987,Africa,2019,Solar energy,21.0
9988,Africa,2020,Solar energy,12.17413612
9989,Africa,2020,Solar energy,12.17413612
9990,Africa,2000,Solar energy,0.066515114
9991,Africa,2013,Multiple renewables,0.176318986
9992,Africa,2013,Multiple renewables,0.020565702
9993,Africa,2013,Multiple renewables,0.016855554
9994,Africa,2013,Multiple renewables,0.017118294
9995,Africa,2014,Multiple renewables,0.230861781
9996,Africa,2016,Multiple renewables,0.008798905
9997,Africa,2004,Multiple renewables,0.090467656
9998,Africa,2005,Multiple renewables,0.969765127
9999,Africa,2006,Multiple renewables,1.2349244
10000,Africa,2007,Multiple renewables,0.549232045
10001,Africa,2018,Solar energy,0.487322099
10002,Africa,2019,Multiple renewables,3.807675
10003,Africa,2019,Multiple renewables,7.6153525
10004,Africa,2019,Renewable hydropower,1000.0
10005,Africa,2017,Renewable hydropower,5054.186697
10006,Africa,2018,Natural gas,484.7379198
10007,Africa,2002,Natural gas,255.3264079
10008,Africa,2002,Natural gas,255.3264079
10009,Africa,2011,Fossil fuels n.e.s.,2.517771277
10010,Africa,2013,Renewable hydropower,971.2347071
10011,Africa,2012,Multiple renewables,0.106981227
10012,Africa,2017,Multiple renewables,0.895874877
10013,Africa,2006,Natural gas,0.582100661
10014,Africa,2005,Fossil fuels n.e.s.,0.453318715
10015,Africa,2019,Multiple renewables,3.21825
10016,Africa,2019,Solar energy,3.21825
10017,Africa,2020,Multiple renewables,0.07961885
10018,Africa,2020,Solar energy,0.07961885
10019,Africa,2011,Multiple renewables,0.011357114
10020,Africa,2012,Multiple renewables,0.018083402
10021,Africa,2012,Multiple renewables,0.040417284
10022,Africa,2012,Multiple renewables,0.022025214
10023,Africa,2019,Natural gas,2.28431
10024,Africa,2018,Fossil fuels n.e.s.,6.635014424
10025,Africa,2013,Natural gas,92.48002285
10026,Africa,2006,Nuclear,0.071836853
10027,Africa,2007,Nuclear,0.122360868
10028,Africa,2010,Nuclear,0.017393313
10029,Africa,2010,Fossil fuels n.e.s.,1.193781939
10030,Africa,2012,Multiple renewables,11.37424322
10031,Africa,2011,Nuclear,0.011786958
10032,Africa,2012,Nuclear,0.012615516
10033,Africa,2015,Multiple renewables,0.02857548
10034,Africa,2019,Solar energy,8.395836
10035,Africa,2019,Solar energy,0.000728
10036,Africa,2019,Multiple renewables,0.021459
10037,Africa,2019,Multiple renewables,0.055794
10038,Africa,2015,Multiple renewables,4.330859182
10039,Africa,2016,Multiple renewables,0.240379959
10040,Africa,2019,Multiple renewables,1.273865
10041,Africa,2015,Multiple renewables,21.97609778
10042,Africa,2019,Multiple renewables,0.380358
10043,Africa,2019,Multiple renewables,0.031079
10044,Africa,2011,Nuclear,0.228835832
10045,Africa,2019,Nuclear,0.000246
10046,Africa,2015,Nuclear,1.191141072
10047,Africa,2010,Nuclear,0.891817468
10048,Africa,2010,Nuclear,0.05206133
10049,Africa,2014,Multiple renewables,0.027081067
10050,Africa,2014,Multiple renewables,0.108324267
10051,Africa,2014,Multiple renewables,0.108324267
10052,Africa,2014,Multiple renewables,0.108324267
10053,Africa,2014,Multiple renewables,0.103482172
10054,Africa,2014,Multiple renewables,0.108324267
10055,Africa,2014,Multiple renewables,0.107609327
10056,Africa,2017,Renewable hydropower,0.029736534
10057,Africa,2017,Renewable hydropower,0.057325951
10058,Africa,2018,Multiple renewables,0.050892579
10059,Africa,2018,Solar energy,0.050892579
10060,Africa,2018,Wind energy,0.050892579
10061,Africa,2018,Solar energy,0.050892579
10062,Africa,2018,Multiple renewables,0.050892579
10063,Africa,2018,Multiple renewables,0.050892579
10064,Africa,2018,Multiple renewables,0.050892579
10065,Africa,2018,Multiple renewables,0.050892579
10066,Africa,2019,Solar energy,0.05
10067,Africa,2019,Solar energy,0.05
10068,Africa,2019,Solar energy,0.05
10069,Africa,2019,Solar energy,0.05
10070,Africa,2019,Solar energy,0.05
10071,Africa,2019,Solar energy,0.05
10072,Africa,2019,Solar energy,0.05
10073,Africa,2019,Solar energy,0.05
10074,Africa,2015,Bioenergy,0.107302756
10075,Africa,2015,Solar energy,0.107302756
10076,Africa,2016,Solar energy,0.106188578
10077,Africa,2016,Solar energy,0.106188578
10078,Africa,2016,Solar energy,0.106188578
10079,Africa,2016,Solar energy,0.106188578
10080,Africa,2014,Natural gas,36.50128303
10081,Africa,2014,Natural gas,28.00249129
10082,Africa,2014,Natural gas,46.67081881
10083,Africa,2014,Natural gas,2.333540941
10084,Africa,2014,Fossil fuels n.e.s.,46.67081881
10085,Africa,2015,Solar energy,1.552641824
10086,Africa,2016,Solar energy,3.311265181
10087,Africa,2016,Solar energy,4.897076665
10088,Africa,2016,Solar energy,13.67968382
10089,Africa,2019,Multiple renewables,0.031023
10090,Africa,2020,Multiple renewables,2.167825281
10091,Africa,2013,Renewable hydropower,2.520815722
10092,Africa,2013,Renewable hydropower,0.046860885
10093,Africa,2019,Solar energy,0.010577934
10094,Africa,2002,Renewable hydropower,0.004155282
10095,Africa,2001,Fossil fuels n.e.s.,0.042210084
10096,Africa,2011,Multiple renewables,0.005771868
10097,Africa,2012,Multiple renewables,0.013764379
10098,Africa,2017,Solar energy,0.127211578
10099,Africa,2018,Solar energy,0.022636108
10100,Africa,2017,Solar energy,0.003489489
10101,Africa,2018,Solar energy,0.234517757
10102,Africa,2019,Solar energy,0.18135
10103,Africa,2017,Multiple renewables,0.02003206
10104,Africa,2018,Solar energy,0.052565244
10105,Africa,2018,Multiple renewables,0.022221247
10106,Africa,2019,Multiple renewables,0.024205
10107,Africa,2011,Multiple renewables,0.063236104
10108,Africa,2010,Multiple renewables,0.537316842
10109,Africa,2011,Renewable hydropower,0.005720896
10110,Africa,2012,Fossil fuels n.e.s.,0.005613243
10111,Africa,2012,Fossil fuels n.e.s.,0.005613243
10112,Africa,2014,Solar energy,0.005957835
10113,Africa,2014,Solar energy,0.007041077
10114,Africa,2014,Natural gas,0.005416213
10115,Africa,2014,Natural gas,0.492875415
10116,Africa,2014,Natural gas,0.722522862
10117,Africa,2019,Solar energy,0.897476
10118,Africa,2019,Solar energy,0.897476
10119,Africa,2015,Solar energy,1.065482033
10120,Africa,2018,Natural gas,1.288091174
10121,Africa,2016,Fossil fuels n.e.s.,0.746985675
10122,Africa,2016,Fossil fuels n.e.s.,0.59522096
10123,Africa,2017,Multiple renewables,0.799968006
10124,Africa,2014,Multiple renewables,0.074046988
10125,Africa,2015,Multiple renewables,0.458529289
10126,Africa,2013,Solar energy,0.012821992
10127,Africa,2014,Multiple renewables,0.32667613
10128,Africa,2015,Multiple renewables,0.696132137
10129,Africa,2016,Multiple renewables,1.109564626
10130,Africa,2016,Solar energy,37.16600228
10131,Africa,2017,Solar energy,3.072750943
10132,Africa,2016,Solar energy,0.502540374
10133,Africa,2017,Multiple renewables,38.08446974
10134,Africa,2017,Multiple renewables,75.01486426
10135,Africa,2020,Solar energy,0.047809293
10136,Africa,2014,Natural gas,25.35585009
10137,Africa,2014,Natural gas,37.9134935
10138,Africa,2014,Solar energy,0.126566965
10139,Africa,2019,Solar energy,0.024483
10140,Africa,2019,Multiple renewables,0.011944
10141,Africa,2020,Renewable hydropower,15.56860079
10142,Africa,2019,Multiple renewables,33.063769
10143,Africa,2020,Multiple renewables,1.822876616
10144,Africa,2008,Nuclear,0.107162968
10145,Africa,2008,Nuclear,0.107162968
10146,Africa,2009,Nuclear,0.059557232
10147,Africa,2018,Solar energy,0.022767313
10148,Africa,2019,Solar energy,100.0
10149,Africa,2011,Renewable hydropower,18.85790098
10150,Africa,2018,Solar energy,0.005691828
10151,Africa,2017,Solar energy,0.009653358
10152,Africa,2006,Oil,8.323189751
10153,Africa,2012,Solar energy,9.3580742
10154,Africa,2015,Solar energy,0.082337405
10155,Africa,2019,Solar energy,0.139304
10156,Africa,2020,Solar energy,0.112526909
10157,Africa,2018,Solar energy,0.070602984
10158,Africa,2019,Solar energy,4.947435
10159,Africa,2020,Solar energy,1.750559659
10160,Africa,2019,Solar energy,1.939286
10161,Africa,2019,Solar energy,1.99584
10162,Africa,2014,Fossil fuels n.e.s.,2.679740463
10163,Africa,2012,Fossil fuels n.e.s.,0.074823503
10164,Africa,2012,Fossil fuels n.e.s.,8.151369715
10165,Africa,2010,Renewable hydropower,0.047262093
10166,Africa,2011,Bioenergy,0.031524296
10167,Africa,2016,Solar energy,0.416335068
10168,Africa,2018,Solar energy,0.735520753
10169,Africa,2016,Multiple renewables,0.022034087
10170,Africa,2016,Solar energy,0.016265953
10171,Africa,2016,Solar energy,0.01304748
10172,Africa,2001,Fossil fuels n.e.s.,41.56105248
10173,Africa,2001,Fossil fuels n.e.s.,72.72911449
10174,Africa,2005,Fossil fuels n.e.s.,87.89217815
10175,Africa,2005,Multiple renewables,17.37403446
10176,Africa,2012,Natural gas,188.942667
10177,Africa,2018,Solar energy,92.7028805
10178,Africa,2014,Multiple renewables,23.33540941
10179,Africa,2017,Solar energy,30.01053421
10180,Africa,2014,Natural gas,2.382628547
10181,Africa,2020,Solar energy,0.308271005
10182,Africa,2016,Natural gas,21.23771559
10183,Africa,2004,Wind energy,0.090658905
10184,Africa,2005,Wind energy,0.159924923
10185,Africa,2015,Solar energy,16.09541344
10186,Africa,2013,Nuclear,0.000584478
10187,Africa,2012,Multiple renewables,0.013514346
11727,Africa,2009,Multiple renewables,0.304475699
11728,Africa,2013,Multiple renewables,0.207606529
11729,Africa,2013,Multiple renewables,0.002765781
11730,Africa,2014,Multiple renewables,0.990900585
11731,Africa,2017,Multiple renewables,0.036445729
11732,Africa,2008,Multiple renewables,0.243961945
11733,Africa,2010,Multiple renewables,0.049969774
11734,Africa,2018,Multiple renewables,0.116942912
11735,Africa,2001,Oil,79.32771905
11736,Africa,2005,Solar energy,0.077035461
11737,Africa,2019,Multiple renewables,12.5
11738,Africa,2009,Multiple renewables,0.595855503
11739,Africa,2010,Multiple renewables,1.562212307
11740,Africa,2010,Multiple renewables,0.910053396
11741,Africa,2005,Wind energy,0.057738573
11742,Africa,2014,Solar energy,1.286350672
11743,Africa,2017,Multiple renewables,0.496022918
11744,Africa,2017,Multiple renewables,0.001595782
11745,Africa,2011,Solar energy,0.070453039
11746,Africa,2012,Multiple renewables,0.096396047
11747,Africa,2013,Multiple renewables,0.096013876
11748,Africa,2017,Multiple renewables,0.011485043
11749,Africa,2017,Multiple renewables,0.094174706
11750,Africa,2017,Multiple renewables,0.172270555
11751,Africa,2018,Multiple renewables,0.340496274
11752,Africa,2019,Multiple renewables,0.091794
11753,Africa,2017,Multiple renewables,5.84145234
11754,Africa,2016,Multiple renewables,0.171710525
11755,Africa,2017,Multiple renewables,0.003083998
11756,Africa,2017,Solar energy,0.167052834
11757,Africa,2017,Multiple renewables,0.087231032
11758,Africa,2018,Multiple renewables,0.049289973
11759,Africa,2018,Multiple renewables,1.755044257
11760,Africa,2018,Multiple renewables,0.492250295
11761,Africa,2001,Solar energy,0.361317004
11762,Africa,2002,Multiple renewables,0.008332063
11763,Africa,2002,Multiple renewables,0.153320151
11764,Africa,2002,Multiple renewables,0.017462435
11765,Africa,2017,Solar energy,0.002025229
11766,Africa,2015,Solar energy,0.510131404
11767,Africa,2003,Renewable hydropower,0.054393608
11768,Africa,2006,Geothermal energy,0.074788094
11769,Africa,2007,Solar energy,0.021070251
11770,Africa,2007,Multiple renewables,0.218771403
11771,Africa,2017,Solar energy,0.136298488
11772,Africa,2008,Solar energy,0.040209972
11773,Africa,2008,Multiple renewables,0.138942203
11774,Africa,2011,Multiple renewables,0.480272363
11775,Africa,2000,Multiple renewables,0.400557791
11776,Africa,2014,Solar energy,0.107187933
11777,Africa,2019,Multiple renewables,35.23661
11778,Africa,2011,Multiple renewables,48.45614765
11779,Africa,2013,Multiple renewables,0.039038473
11780,Africa,2010,Multiple renewables,0.084971944
11781,Africa,2012,Multiple renewables,0.016571572
11782,Africa,2011,Multiple renewables,0.683308338
11783,Africa,2011,Multiple renewables,0.276342139
11784,Africa,2010,Multiple renewables,0.037507381
11785,Africa,2008,Multiple renewables,10.84332823
11786,Africa,2011,Solar energy,0.119443153
11787,Africa,2018,Multiple renewables,14.5486955
11788,Africa,2018,Multiple renewables,14.55523827
11789,Africa,2020,Solar energy,10.89464038
11790,Africa,2018,Solar energy,6.994263737
11791,Africa,2019,Multiple renewables,14.814126
11792,Africa,2012,Multiple renewables,0.022179929
11793,Africa,2009,Solar energy,0.058789282
11794,Africa,2009,Solar energy,0.121396641
11795,Africa,2012,Multiple renewables,0.72827318
11796,Africa,2009,Solar energy,0.005879097
11797,Africa,2006,Solar energy,0.031751525
11798,Africa,2018,Multiple renewables,19.66549794
11799,Africa,2011,Multiple renewables,0.003641309
11800,Africa,2014,Multiple renewables,0.229129447
11801,Africa,2009,Fossil fuels n.e.s.,0.064668379
11802,Africa,2017,Solar energy,0.126930934
11803,Africa,2018,Solar energy,0.096712101
11804,Africa,2019,Multiple renewables,2.23889
11805,Africa,2014,Multiple renewables,4.745204352
11806,Africa,2015,Multiple renewables,2.38906702
11807,Africa,2017,Multiple renewables,1.163096597
11808,Africa,2018,Multiple renewables,9.552308709
11809,Africa,2018,Wind energy,2.942948587
11810,Africa,2005,Solar energy,0.028959916
11811,Africa,2007,Multiple renewables,1.292915319
11812,Africa,2009,Multiple renewables,8.230521396
11813,Africa,2008,Multiple renewables,3.791715719
11814,Africa,2009,Multiple renewables,0.360378924
11815,Africa,2008,Bioenergy,37.91803348
11816,Africa,2005,Solar energy,0.010705794
11817,Africa,2009,Bioenergy,25.22369902
11818,Africa,2019,Multiple renewables,3.906805
11819,Africa,2019,Multiple renewables,3.693271
11820,Africa,2001,Bioenergy,2.556859558
11821,Africa,2009,Multiple renewables,0.160062078
11822,Africa,2010,Multiple renewables,1.162729791
11823,Africa,2004,Bioenergy,0.687847894
11824,Africa,2007,Bioenergy,1.340928426
11825,Africa,2008,Bioenergy,1.328831155
11826,Africa,2009,Bioenergy,1.957222109
11827,Africa,2009,Multiple renewables,6.484047824
11828,Africa,2009,Multiple renewables,27.43925493
11829,Africa,2011,Bioenergy,0.018208293
11830,Africa,2009,Geothermal energy,3.262035911
11831,Africa,2011,Geothermal energy,25.65255088
11832,Africa,2010,Solar energy,0.058699199
11833,Africa,2010,Solar energy,0.087916287
11834,Africa,2010,Solar energy,0.006858655
11835,Africa,2010,Solar energy,0.017610203
11836,Africa,2010,Multiple renewables,3.354248153
11837,Africa,2010,Multiple renewables,4.192811299
11838,Africa,2011,Multiple renewables,0.096286215
11839,Africa,2011,Solar energy,0.021136081
11840,Africa,2016,Multiple renewables,0.42588257
11841,Africa,2013,Multiple renewables,7.436786129
11842,Africa,2016,Multiple renewables,2.357716328
11843,Africa,2012,Multiple renewables,0.252760567
11844,Africa,2013,Nuclear,0.106361284
11845,Africa,2013,Multiple renewables,6.197321463
11846,Africa,2013,Multiple renewables,0.595340626
11847,Africa,2015,Solar energy,0.004060575
11848,Africa,2015,Multiple renewables,3.88449593
11849,Africa,2017,Multiple renewables,159.839148
11850,Africa,2010,Multiple renewables,0.150029525
11851,Africa,2017,Geothermal energy,3.425462685
11852,Africa,2017,Multiple renewables,0.227803826
11853,Africa,2016,Multiple renewables,57.63351585
11854,Africa,2019,Multiple renewables,0.081368726
11855,Africa,2018,Solar energy,1.667224132
11856,Africa,2017,Multiple renewables,19.30739691
11857,Africa,2017,Multiple renewables,17.44644277
11858,Africa,2017,Multiple renewables,1.512024854
11859,Africa,2017,Multiple renewables,3.681432214
11860,Africa,2019,Multiple renewables,1.652879551
11861,Africa,2018,Multiple renewables,2.547593543
11862,Africa,2019,Wind energy,4.06843631
11863,Africa,2017,Multiple renewables,6.97857752
11864,Africa,2017,Multiple renewables,17.44644277
11865,Africa,2020,Geothermal energy,0.30076602
11866,Africa,2018,Multiple renewables,1.034595935
11867,Africa,2018,Solar energy,9.511406
11868,Africa,2019,Multiple renewables,44.0
11869,Africa,2019,Multiple renewables,30.0
11870,Africa,2020,Solar energy,2.721551773
11871,Africa,2019,Multiple renewables,16.791671
11872,Africa,2019,Multiple renewables,16.791671
11873,Africa,2019,Multiple renewables,27.986119
11874,Africa,2020,Geothermal energy,0.005404755
11875,Africa,2016,Multiple renewables,157.4610496
11876,Africa,2015,Other non-renewables,0.018596766
11877,Africa,2016,Fossil fuels n.e.s.,0.156182264
11878,Africa,2015,Geothermal energy,0.582801283
11879,Africa,2016,Geothermal energy,2.867793629
11880,Africa,2017,Multiple renewables,0.130301956
11881,Africa,2015,Multiple renewables,0.592654908
11882,Africa,2017,Solar energy,0.054734105
11883,Africa,2019,Multiple renewables,0.574273
11884,Africa,2017,Solar energy,0.412750467
11885,Africa,2018,Solar energy,1.371086082
11886,Africa,2019,Solar energy,0.064446
11887,Africa,2017,Multiple renewables,0.389693256
11888,Africa,2017,Multiple renewables,11.63096185
11889,Africa,2014,Renewable hydropower,23.63803606
11890,Africa,2016,Renewable hydropower,2.478081238
11891,Africa,2016,Renewable hydropower,27.95450945
11892,Africa,2010,Solar energy,0.385821227
11893,Africa,2010,Multiple renewables,11.28211466
11894,Africa,2006,Solar energy,0.021438588
11895,Africa,2011,Nuclear,0.133868962
11896,Africa,2012,Nuclear,0.707268576
11897,Africa,2010,Nuclear,0.654124851
11898,Africa,2017,Nuclear,2.283032039
11899,Africa,2017,Nuclear,1.496155195
11900,Africa,2017,Nuclear,0.118643872
11901,Africa,2017,Nuclear,3.332711885
11902,Africa,2018,Nuclear,0.502655824
11903,Africa,2017,Nuclear,1.961256267
11904,Africa,2018,Nuclear,0.030535547
11905,Africa,2018,Nuclear,0.661603527
11906,Africa,2018,Nuclear,0.050892579
11907,Africa,2018,Nuclear,0.101785158
11908,Africa,2017,Nuclear,0.004898763
11909,Africa,2015,Nuclear,1.045128846
11910,Africa,2019,Nuclear,0.02012
11911,Africa,2019,Nuclear,0.075
11912,Africa,2019,Nuclear,0.013639
